,Link,title,company,salary,date,location
138,https://www.indeed.com/rc/clk?jk=aca5096262d1cca1&fccid=d73294b71d7f0354&vjs=3,Data Scientist,Ipsos North America,N/A,18 days ago,"Culver City, CA"
139,https://www.indeed.com/rc/clk?jk=b0b0329ef6b427ef&fccid=965f05c91b70b412&vjs=3,DATA SCIENTIST,Decentrix,N/A,30+ days ago,"Denver, CO"
140,https://www.indeed.com/rc/clk?jk=d530287d5a27c6ba&fccid=b53218579f8cf88c&vjs=3,Senior Data Scientist,Root Insurance Company,N/A,30+ days ago,"Columbus, OH"
141,https://www.indeed.com/rc/clk?jk=75f6fe69c2cf7a22&fccid=c4eb945009d38a84&vjs=3,Data Scientist,Edgestream,N/A,30+ days ago,"Princeton, NJ"
142,https://www.indeed.com/rc/clk?jk=b54c8c95d8566853&fccid=2973259ddc967948&vjs=3,eCom Data Scientist,PepsiCo,N/A,10 days ago,"New York, NY"
143,https://www.indeed.com/rc/clk?jk=30ca3f68aa917c96&fccid=92dad6c269775a38&vjs=3,Data Scientist,Big Data Federation,N/A,30+ days ago,"Santa Clara, CA"
144,https://www.indeed.com/rc/clk?jk=c1328ff238551302&fccid=49fdb3979d077987&vjs=3,DATA SCIENTIST,Union Hospital of Cecil County,N/A,9 days ago,"Elkton, MD 21921"
145,https://www.indeed.com/rc/clk?jk=224e9b10e2dcb14b&fccid=0ff890d2b9eda516&vjs=3,Data Scientist,Enable Data,N/A,30+ days ago,"Minneapolis, MN 55414 (Prospect Park area)"
146,https://www.indeed.com/rc/clk?jk=738f649b1fb8b06c&fccid=53b217ceadb8368f&vjs=3,"Data Scientist, Momentum",Momentum,N/A,7 days ago,"New York, NY 10016 (Flatiron District area)"
147,https://www.indeed.com/rc/clk?jk=8c4d782ed5ef1ff9&fccid=fe404d18bb9eef1e&vjs=3,Associate Data Scientist- Ads (Remote Eligible - Americas),Spotify,N/A,30+ days ago,"New York, NY"
148,https://www.indeed.com/rc/clk?jk=ad691be0e8ef96da&fccid=a74a0fbbfa36acbd&vjs=3,Data Scientist,Coyote Logistics,N/A,2 days ago,"Chicago, IL 60647 (Avondale area)"
149,https://www.indeed.com/rc/clk?jk=737abb899b462ed3&fccid=088981af222032de&vjs=3,Data Scientist (Food Data),Weight Watchers International,N/A,18 days ago,"New York, NY"
150,https://www.indeed.com/rc/clk?jk=018cd47d95cfd77b&fccid=49d86eba2fe6034f&vjs=3,Data Scientist,HotSchedules,N/A,29 days ago,"Sofia, NM"
151,https://www.indeed.com/rc/clk?jk=19a7cb1fc735c54e&fccid=cd22d01053af7669&vjs=3,Senior Data Scientist,Oracle,N/A,1 day ago,"Austin, TX 78741 (Riverside area)"
152,https://www.indeed.com/rc/clk?jk=0c53f3aa118ac317&fccid=9f156dd45bd33047&vjs=3,Product Data Scientist,Curai,N/A,30+ days ago,"Palo Alto, CA"
153,https://www.indeed.com/rc/clk?jk=5df4f19a4abba7a9&fccid=a5b4499d9e91a5c6&vjs=3,"Data Scientist, Operations Data Science",Google,N/A,30+ days ago,"Mountain View, CA"
154,https://www.indeed.com/rc/clk?jk=d8b0a845c30336d1&fccid=2ae04b97d8829e58&vjs=3,Sr. Data Scientist,FedEx Services,N/A,4 days ago,"Colorado Springs, CO"
155,https://www.indeed.com/rc/clk?jk=5ae49e50952c4a31&fccid=1639254ea84748b5&vjs=3,"Data Scientist, Analytics – Instagram Product Performance",Facebook,N/A,30+ days ago,Remote
156,https://www.indeed.com/rc/clk?jk=9db0ed7a9d138286&fccid=fefd75f5326e1589&vjs=3,Media Audience Data Scientist,WALGREENS,N/A,30+ days ago,"Deerfield, IL 60015"
157,https://www.indeed.com/rc/clk?jk=d6f3ee883f1ed023&fccid=0f6a89c0b7a9c4b7&vjs=3,Data Scientist,winningtemp,N/A,30+ days ago,Remote
158,https://www.indeed.com/rc/clk?jk=a45cb3184c1c8fe9&fccid=8667fa2e3d7bb780&vjs=3,Data Scientist,"OneAmerica Financial Partners, Inc",N/A,12 days ago,"Indianapolis, IN 46282 (Downtown area)"
159,https://www.indeed.com/rc/clk?jk=cad97d304559bef1&fccid=7136762d065a5ad7&vjs=3,Data Scientist,Autodesk,N/A,10 days ago,"Denver, CO"
160,https://www.indeed.com/rc/clk?jk=136338bf1bdf6264&fccid=22d99361dca0507f&vjs=3,Data Scientist,Cedars-Sinai,N/A,30+ days ago,"Los Angeles, CA"
161,"https://www.indeed.com/company/Press-Ganey-Associates,-Inc./jobs/Data-Science-Linguist-5d62fe8d5a2512ab?fccid=381fad78e933959b&vjs=3",Data Science Linguist,"Press Ganey Associates, Inc.",N/A,Today,Remote
162,https://www.indeed.com/rc/clk?jk=55cb4c86f024a7d7&fccid=7fa3894508ada0ed&vjs=3,Data Scientist,Amrock,N/A,25 days ago,"Detroit, MI 48226 (Downtown area)"
163,https://www.indeed.com/rc/clk?jk=c14d0ebb0b2795cd&fccid=1b567d66763b30ee&vjs=3,Data Scientist,Pegasystems,N/A,7 days ago,Alabama
164,https://www.indeed.com/rc/clk?jk=c7e07521e42bce01&fccid=dfe7b93cbcc33bf4&vjs=3,Data Scientist,Edward-Elmhurst Health,N/A,30+ days ago,"Warrenville, IL 60555"
165,https://www.indeed.com/rc/clk?jk=2e1e9657b5a2f218&fccid=760d03f6c6eab030&vjs=3,Data Scientist,Cadent,N/A,30+ days ago,"Philadelphia, PA 19102 (City Center West area)"
166,https://www.indeed.com/rc/clk?jk=faa34465f93793ae&fccid=734cb5a01ee60f80&vjs=3,Data & Applied Scientist,Microsoft,N/A,30+ days ago,"Bellevue, WA"
167,https://www.indeed.com/rc/clk?jk=7bbf3095c2832383&fccid=e15d9e27876d9dc3&vjs=3,Intern: Data Science,Equinix,N/A,1 day ago,"Sunnyvale, CA"
168,https://www.indeed.com/rc/clk?jk=332f28613d19ef00&fccid=2dd390c3a48a7ed0&vjs=3,"Associate, Data Scientist NLP",KPMG,N/A,2 days ago,"Los Angeles, CA 90071 (Downtown area)"
169,https://www.indeed.com/rc/clk?jk=0e3e00189f353591&fccid=fe404d18bb9eef1e&vjs=3,Senior Data Scientist - Spotify for Artists (Remote Eligible...,Spotify,N/A,2 days ago,"New York, NY"
170,https://www.indeed.com/rc/clk?jk=be666a75179faac6&fccid=417b94bc1bee0c80&vjs=3,Data Scientist - Senior,Valiant Integrated Services,N/A,2 days ago,"McLean, VA 22101"
171,https://www.indeed.com/rc/clk?jk=f97a971b22c058fa&fccid=745cbfb7f662e21f&vjs=3,Data Scientist Intern - Summer 2021,Rock Central,N/A,2 days ago,"Detroit, MI 48226 (Downtown area)"
172,https://www.indeed.com/rc/clk?jk=8029ac29bf317310&fccid=dd09fe3b43125016&vjs=3,Data Scientist-AI/ML (Remote),Dell Technologies,N/A,9 days ago,"San Diego, CA"
173,https://www.indeed.com/rc/clk?jk=ad8fd758fc987ea8&fccid=5f589639ccd58869&vjs=3,Data Scientist - Statistician,Baylor College of Medicine,N/A,6 days ago,"Houston, TX 77030 (Medical Center Area area)"
174,https://www.indeed.com/rc/clk?jk=bfa839389d69fbbf&fccid=86e9be6ce380173e&vjs=3,"Project Management Internship, Data Annotation",Tesla,N/A,7 days ago,"Palo Alto, CA"
175,https://www.indeed.com/rc/clk?jk=65e99a029c095279&fccid=474b9602e1305593&vjs=3,"100% Remote, Princ Data Scientist : 21-00571",Akraya Inc.,N/A,30+ days ago,"Sunnyvale, CA 94089"
176,https://www.indeed.com/rc/clk?jk=b68c21b034802240&fccid=f33adcecbae03a00&vjs=3,MMS Internship Program - Data Scientist Intern (REMOTE),BD,N/A,10 days ago,"San Diego, CA 92130 (Carmel Valley area)"
177,https://www.indeed.com/rc/clk?jk=1239b0201e258599&fccid=0a43b080853922d9&vjs=3,Data Scientist,Driveway Finance Corporation,N/A,11 days ago,"Portland, OR 97210 (Northwest area)"
178,https://www.indeed.com/rc/clk?jk=676259fff02232b2&fccid=4e041af1d0af1bc8&vjs=3,Data Scientist,Booz Allen Hamilton,N/A,Today,"Aberdeen, MD"
179,https://www.indeed.com/rc/clk?jk=c7fafa59e0302446&fccid=e32d933c26e873c8&vjs=3,"2021 Data Science, Intern","Zoom Video Communications, Inc.",N/A,Today,"San Jose, CA 95113 (Downtown area)"
180,https://www.indeed.com/rc/clk?jk=883911e0bf46a0a4&fccid=c1099851e9794854&vjs=3,"Data Scientist, Software Engineering Data Analysis",Apple,N/A,14 days ago,"Santa Clara Valley, CA 95014"
181,https://www.indeed.com/rc/clk?jk=f7efe48e1c0c4bcb&fccid=f368300325e8e8bc&vjs=3,"Forensic Data Scientist, Governance",Snapchat,N/A,10 days ago,"Los Angeles, CA 90291 (Venice area)"
182,https://www.indeed.com/rc/clk?jk=fcfb9fb0235cefca&fccid=e4c6a8c0c5c093b0&vjs=3,Data Scientist Intern,Citizens,N/A,11 days ago,"Westwood, MA"
183,https://www.indeed.com/rc/clk?jk=ac15f2b1613e7496&fccid=9c88d6c072287f24&vjs=3,Senior Data Scientist,SCOR,N/A,10 days ago,"Charlotte, NC 28280 (Downtown Charlotte area)"
184,https://www.indeed.com/rc/clk?jk=886318e6a497775e&fccid=d28b18be62aeef28&vjs=3,"Data Scientist, Operations Analytics",Extend,N/A,15 days ago,"San Francisco, CA"
185,https://www.indeed.com/rc/clk?jk=37391f5a7f0605d8&fccid=5ac3fadc1f823e63&vjs=3,Data Scientist,Pacific Northwest National Laboratory,N/A,9 days ago,"Richland, WA"
186,https://www.indeed.com/rc/clk?jk=5c7a619e9c7c2dec&fccid=fbfb820a5b7b2c4a&vjs=3,S&OP Data Scientist,Impossible Foods,N/A,30+ days ago,"Redwood City, CA 94063 (Harbor area)"
187,https://www.indeed.com/rc/clk?jk=47ec08d021b36871&fccid=829335fdf5fd46d8&vjs=3,Staff Data Scientist - Resilience Modeling,One Concern,N/A,11 days ago,"Menlo Park, CA"
188,https://www.indeed.com/rc/clk?jk=b0fea7a51c0d01ce&fccid=b4048be2884af072&vjs=3,Data Scientist,BNY Mellon,N/A,30+ days ago,"New York, NY 10286 (Tribeca area)"
189,https://www.indeed.com/rc/clk?jk=70a071b8ad29b8ca&fccid=6576e7250aa78c3c&vjs=3,"Intern - Data Science, Marketing Analytics (10 weeks)",McKinsey & Company,N/A,30+ days ago,"Atlanta, GA"
190,https://www.indeed.com/rc/clk?jk=39ff34979275cbff&fccid=48ecd526e3aa3225&vjs=3,Senior Data Scientist I,Kaiser Permanente,N/A,17 days ago,"Corona, CA"
191,https://www.indeed.com/rc/clk?jk=ca532d30df581190&fccid=7a3824693ee1074b&vjs=3,Product Data Scientist - Ads Data Science,Twitter,N/A,8 days ago,"San Francisco, CA 94103 (South of Market area)"
192,https://www.indeed.com/rc/clk?jk=3eb9baec00f85ed4&fccid=fefd75f5326e1589&vjs=3,"Senior Director, Data Scientist",WALGREENS,N/A,13 days ago,"Deerfield, IL 60015"
193,https://www.indeed.com/rc/clk?jk=3820cb3051c0ef58&fccid=c1099851e9794854&vjs=3,"Data Scientist - Fraud Engineering, Algorithms, and Risk",Apple,N/A,30+ days ago,"Santa Clara Valley, CA 95014"
194,https://www.indeed.com/rc/clk?jk=f14fb8919b32016c&fccid=fe404d18bb9eef1e&vjs=3,Data Scientist - Creator Promotion (Remote Eligible - Americ...,Spotify,N/A,21 days ago,"New York, NY"
195,https://www.indeed.com/rc/clk?jk=adca82fb0328117c&fccid=2df6a1e69a70a1e7&vjs=3,Data Scientist,Cognizant Technology Solutions,N/A,10 days ago,"Pasadena, CA"
196,https://www.indeed.com/rc/clk?jk=c7115f23c29f59db&fccid=e6d4ba9e2cfe7902&vjs=3,"Senior Data Scientist, Customer Analytics",Atlassian,N/A,Today,"San Francisco, CA"
197,https://www.indeed.com/rc/clk?jk=8c6685968d7305dd&fccid=1639254ea84748b5&vjs=3,"Data Scientist, Business Interfaces",Facebook,N/A,2 days ago,"Bellevue, WA (Downtown area)"
198,https://www.indeed.com/rc/clk?jk=f014c2fb5ec168c7&fccid=5c9de1aedf73e3b6&vjs=3,"Econometric Data Scientist, International",Warner Music Group,N/A,30+ days ago,"New York, NY"
199,https://www.indeed.com/rc/clk?jk=f7633037a2ca9db7&fccid=aa1951fc953bbe56&vjs=3,Data Scientist,Coastal Community Bank,N/A,23 days ago,"Everett, WA 98203 (Glacier View area)"
200,https://www.indeed.com/rc/clk?jk=56d84f29aafe1acf&fccid=bd7fb54a464c7f44&vjs=3,Data Scientist,Crunchyroll,N/A,8 days ago,"San Francisco, CA"
201,https://www.indeed.com/rc/clk?jk=6ff9f3c6c74ef728&fccid=aeb15e43a6800b9d&vjs=3,Data Engineer,LOCKHEED MARTIN CORPORATION,N/A,10 days ago,"Fort Worth, TX 76107 (Arlington Heights area)"
202,https://www.indeed.com/rc/clk?jk=cea84dc925b8a568&fccid=5d6a5521c3a684d6&vjs=3,Data Scientist Intern,AlignTech,N/A,9 days ago,California
203,https://www.indeed.com/rc/clk?jk=87ed54db280671a8&fccid=84c8ed4c8205d753&vjs=3,Data Scientist - Lumedic,Providence,N/A,30+ days ago,"Seattle, WA 98194 (Downtown area)"
204,https://www.indeed.com/rc/clk?jk=45a164cf3400c59f&fccid=c1099851e9794854&vjs=3,"Data Scientist, AppleCare Digital",Apple,N/A,4 days ago,"Austin, TX"
205,https://www.indeed.com/rc/clk?jk=5b7905cdc7f4c050&fccid=ddd1f86865b5c742&vjs=3,Tableau Data Scientist,Technology Ventures,N/A,9 days ago,"McLean, VA 22102"
206,https://www.indeed.com/rc/clk?jk=6e55091514c46c32&fccid=fc550ab92c316a41&vjs=3,Data Scientist / Bioinformatician,Akoya Biosciences,N/A,9 days ago,Remote
207,https://www.indeed.com/rc/clk?jk=eb80c0722d3ec39f&fccid=d5a5824be27ba831&vjs=3,Staff Data Scientist (Americas- Remote),Shopify,N/A,3 days ago,"New York, NY"
208,https://www.indeed.com/rc/clk?jk=f852eac493fcbde3&fccid=a3f737e511d9fc8c&vjs=3,Senior Data Scientist,Visa,N/A,9 days ago,"Arlington, VA"
209,https://www.indeed.com/rc/clk?jk=89fde06adebe0768&fccid=01eacea7d66f8feb&vjs=3,"Data Scientist, AI / NLP",Happify Health,N/A,30+ days ago,Remote
210,https://www.indeed.com/rc/clk?jk=9fd18c28402afdc6&fccid=c78fdfc4443d4537&vjs=3,Data Scientist,TCS,N/A,30+ days ago,"Columbus, IN"
211,https://www.indeed.com/rc/clk?jk=3b6c1ef8688a9faf&fccid=9ac45d217f8342a1&vjs=3,Senior Data Scientist - Customer Insights,Workday,N/A,24 days ago,"Pleasanton, CA"
212,https://www.indeed.com/rc/clk?jk=35462606ebc8b756&fccid=1e7fef0b4511d646&vjs=3,Data Science Intern,WESTAT,N/A,1 day ago,"Rockville, MD"
213,https://www.indeed.com/rc/clk?jk=c3bde1e543208cd2&fccid=3453268f43beb582&vjs=3,Data Scientist Modeling,Altair Engineering,N/A,30+ days ago,"Dearborn, MI"
214,https://www.indeed.com/rc/clk?jk=01d2b66d9a42a3a5&fccid=18a0fc6503dc7b4e&vjs=3,Data Science Intern,Credit Karma,N/A,30+ days ago,"Charlotte, NC 28277 (Ballantyne East area)"
215,https://www.indeed.com/rc/clk?jk=c8b9ead98961c1e8&fccid=4dd0574d023dfcf1&vjs=3,Senior Data Scientist,Pollen,N/A,30+ days ago,"Los Angeles, CA"
216,https://www.indeed.com/rc/clk?jk=f7b3084f96ff1de8&fccid=fe2d21eef233e94a&vjs=3,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","$116,200 a year",30+ days ago,Remote
217,https://www.indeed.com/rc/clk?jk=5deb6b249c0a9e89&fccid=8fae5325d7f74b28&vjs=3,Junior Data Analyst,Man Group,N/A,10 days ago,"Boston, MA 02116 (Back Bay area)"
218,https://www.indeed.com/rc/clk?jk=ee9320c4ee83dfd9&fccid=65304ac317b3589c&vjs=3,Data Scientist,Edify,N/A,9 days ago,Indiana
219,https://www.indeed.com/rc/clk?jk=ad700e11297bd5c7&fccid=93e7b158c0208ba6&vjs=3,Data Scientist (Junior),CEdge Software Consultants,N/A,3 days ago,"Springfield, VA"
220,https://www.indeed.com/rc/clk?jk=c0f4381d054d29e6&fccid=1f92178814b05d89&vjs=3,Data Scientist,The University of Pittsburgh,N/A,2 days ago,"Pittsburgh, PA 15260 (North Oakland area)"
221,https://www.indeed.com/rc/clk?jk=5de27b3ee6d0f56f&fccid=ce4bc132b13fb5df&vjs=3,Senior Data Scientist,Step Mobile,N/A,7 days ago,"Palo Alto, CA"
222,https://www.indeed.com/rc/clk?jk=f683b0f07b33713f&fccid=3c1ccc4616711149&vjs=3,Data Scientist Intern,Extreme Networks,N/A,16 days ago,"Salem, NH 03079"
223,https://www.indeed.com/rc/clk?jk=b48bd39b6a441edb&fccid=f766f8bfbc3effb7&vjs=3,Data Scientist - Research & Economics,Uber,N/A,30+ days ago,"San Francisco, CA 94103 (South of Market area)"
224,https://www.indeed.com/rc/clk?jk=a2d5d7b0fc37e8e6&fccid=bc2b692a228c18b3&vjs=3,Senior Data Scientist,Encino Energy LLC,N/A,4 days ago,"Houston, TX 77057 (Galleria-Uptown area)"
225,https://www.indeed.com/rc/clk?jk=be10d00e081815b1&fccid=a2b1f7c3f77a78d6&vjs=3,Data Scientist,Perceptive Automata,N/A,30+ days ago,"Boston, MA"
226,https://www.indeed.com/rc/clk?jk=e14350ef8dad21b9&fccid=9bafb2a1aee32e86&vjs=3,Senior Data Scientist,Auth0,N/A,2 days ago,Remote
227,https://www.indeed.com/rc/clk?jk=4f308e7494216a57&fccid=b0240a5b109c1256&vjs=3,Data Scientist,CKM Analytix,N/A,30+ days ago,"New York, NY"
228,https://www.indeed.com/rc/clk?jk=33522be02d362f71&fccid=27aa2e0031877d77&vjs=3,"Data Scientist, CryptoEconLab",Protocol Labs,N/A,22 days ago,Remote
229,https://www.indeed.com/rc/clk?jk=a3447149eaf4e62a&fccid=734cb5a01ee60f80&vjs=3,"Data Scientist, Service & Repair Analytics",Microsoft,N/A,28 days ago,"Redmond, WA 98052 (Overlake area)"
230,https://www.indeed.com/rc/clk?jk=2795aaed9af2a2ce&fccid=bf8d0f5b45d49fcf&vjs=3,Senior Data Scientist,VISITING NURSE SERVICE OF NEW YORK,N/A,9 days ago,"Manhattan, NY"
231,https://www.indeed.com/rc/clk?jk=109d240b3807c2d7&fccid=c594c442f5397e7b&vjs=3,Senior Data Scientist,Github,N/A,9 days ago,Remote
232,https://www.indeed.com/rc/clk?jk=ca7a4fb07e713068&fccid=8dd47da186a25eaf&vjs=3,Data Scientist,BICP,N/A,30+ days ago,"San Francisco, CA"
233,https://www.indeed.com/rc/clk?jk=1078a6c57a671b1d&fccid=76644a33987f2488&vjs=3,Data Scientist,Gap Inc.,N/A,30+ days ago,United States
234,https://www.indeed.com/rc/clk?jk=40e460aa02551977&fccid=05b7861dd2e482e4&vjs=3,DATA SCIENTIST,Sightly Enterprises,N/A,30+ days ago,"New York, NY"
235,https://www.indeed.com/rc/clk?jk=87f7a7a859544a4e&fccid=d7bd935bd17bc575&vjs=3,Data Science Intern,Infoblox,N/A,4 days ago,Remote
236,https://www.indeed.com/rc/clk?jk=5c7c09d1d5768361&fccid=8d80ba0793d2b449&vjs=3,"Data Scientist, CXM",InGenius Software,N/A,30+ days ago,United States
237,https://www.indeed.com/rc/clk?jk=00191d3b45bf0b13&fccid=0213df1b2d6a2c22&vjs=3,Data Scientist,Exponent,N/A,30+ days ago,"Los Angeles, CA 90066 (Del Rey area)"
238,https://www.indeed.com/rc/clk?jk=574a6ad7e5a2425c&fccid=ddf716c161cc9a6a&vjs=3,ESG Data Scientist,MSCI Inc.,N/A,11 days ago,"New York, NY 10007 (Financial District area)"
239,https://www.indeed.com/rc/clk?jk=71d43cf197efa7b8&fccid=1ffa03ea1730f7c2&vjs=3,Data Scientist,Syncroness,N/A,30+ days ago,"San Diego, CA"
240,https://www.indeed.com/rc/clk?jk=a60fb5b4212df5f9&fccid=77a32bcb59e7f031&vjs=3,Junior Data Scientist,Farmers Insurance Group,N/A,30+ days ago,"Woodland Hills, CA"
241,https://www.indeed.com/rc/clk?jk=b6987e95680316e2&fccid=f3a36f726f745c17&vjs=3,Senior Data Scientist - Marketplace Optimization,Faire,N/A,1 day ago,"San Francisco, CA"
242,https://www.indeed.com/rc/clk?jk=0719173cfac95620&fccid=f827d06dec9ae88b&vjs=3,Data Scientist Intern,Coverent,N/A,8 days ago,"McLean, VA"
243,https://www.indeed.com/rc/clk?jk=fee07cafaed86bd9&fccid=30cc7a5451d4ee77&vjs=3,Data Scientist,Warner Bros. Entertainment Group,N/A,30+ days ago,"Burbank, CA 91522 (Media area)"
244,https://www.indeed.com/rc/clk?jk=d0944c917a007aa9&fccid=0e7e5fe9219fd5cd&vjs=3,Data Scientist,US Other Agencies and Independent Organizations,"$122,530 - $159,286 a year",4 days ago,"Washington, DC"
245,https://www.indeed.com/rc/clk?jk=d671c45845f5c2e9&fccid=0504492863144963&vjs=3,Intern - Medical Economics & Data Science,Capital BlueCross,N/A,3 days ago,"Harrisburg, PA 17177"
246,https://www.indeed.com/rc/clk?jk=f103077e72385293&fccid=727298bd20bd0348&vjs=3,"Analyst, Data Science & Analytics",Porsche Financial Services Inc.,N/A,2 days ago,"Atlanta, GA"
247,https://www.indeed.com/rc/clk?jk=abbfc7a62de9821c&fccid=aef928e89977f7f0&vjs=3,Senior Data Scientist,Splunk,N/A,8 days ago,"Boston, MA"
248,https://www.indeed.com/rc/clk?jk=ba78f0a4d93f7a3b&fccid=71837aa59789b196&vjs=3,Sr. Data Scientist,Waystar,N/A,30+ days ago,"Salt Lake City, UT"
249,https://www.indeed.com/rc/clk?jk=10d6b6e5d0644e23&fccid=fe404d18bb9eef1e&vjs=3,"Associate Data Scientist, FP&A - Automation & Tooling",Spotify,N/A,21 days ago,"New York, NY"
250,https://www.indeed.com/rc/clk?jk=3ae9dade42b9af05&fccid=c458a207b4fe8168&vjs=3,Data Scientist,"T. White Parker Associates, Inc.",N/A,30+ days ago,"Washington, DC 20020 (Anacostia area)"
251,https://www.indeed.com/rc/clk?jk=548f99748ee2e175&fccid=3b8f2b652d56dd70&vjs=3,Data Scientist (PhD Entry-Level),Frequence,N/A,30+ days ago,"Mountain View, CA 94041"
252,https://www.indeed.com/rc/clk?jk=ff6d88fe8a9a7879&fccid=77d686781c96824e&vjs=3,Statistician (Data Scientist) *12 month Roster* *Direct Hire...,US Department of the Treasury,"$91,231 - $144,676 a year",30+ days ago,"Birmingham, AL"
253,https://www.indeed.com/rc/clk?jk=01fe0b6d933f3c5f&fccid=5b2f9eaa91cb3370&vjs=3,Data Scientist,"iHeartMedia, Inc.",N/A,30+ days ago,"San Antonio, TX 78258 (Stone Oak area)"
254,https://www.indeed.com/rc/clk?jk=cb61c578abae081a&fccid=dd616958bd9ddc12&vjs=3,Data Scientist II,The General Insurance,"Up to $151,725 a year",30+ days ago,"Nashville, TN"
255,https://www.indeed.com/rc/clk?jk=e554bcb417cd581f&fccid=0bed8e17bc113980&vjs=3,Sr. Scientist Discovery Data Management,Johnson & Johnson Family of Companies,N/A,15 days ago,"Spring House, PA"
256,https://www.indeed.com/rc/clk?jk=eabbb99581b7c9b1&fccid=dfc44f3b8c44a6db&vjs=3,CPXE – Senior Data Scientist,Cisco Systems,N/A,9 days ago,"Research Triangle Park, NC"
257,https://www.indeed.com/rc/clk?jk=3016c49009223e34&fccid=fbfb820a5b7b2c4a&vjs=3,Data Scientist - Data Analytics,Impossible Foods,N/A,30+ days ago,"Redwood City, CA 94063 (Harbor area)"
258,https://www.indeed.com/rc/clk?jk=efcc5cbb6d7998d3&fccid=981a925a2944e85b&vjs=3,Data Scientist - Junior,"TRIAEM, LLC",N/A,3 days ago,"Springfield, VA 22150"
259,https://www.indeed.com/rc/clk?jk=f44cff65b21eede5&fccid=f379417fa48d0010&vjs=3,Data Scientist,Zynga,N/A,30+ days ago,"Austin, TX 78717"
260,https://www.indeed.com/rc/clk?jk=34670f3803ee3c30&fccid=8d4ca5b2542d3817&vjs=3,Data Scientist,CEO Foundry,N/A,30+ days ago,"Foundry, NH"
261,https://www.indeed.com/rc/clk?jk=70f83209b746e6b6&fccid=be86dcd6c4c7908c&vjs=3,Data Scientist,Guardian Life Insurance Company,N/A,15 days ago,"Holmdel, NJ"
262,https://www.indeed.com/rc/clk?jk=725fc70c4bf910ea&fccid=4f11fda3f02f70cd&vjs=3,NLP Data Scientist Internship,Vee,N/A,30+ days ago,New York State
263,https://www.indeed.com/rc/clk?jk=d5653b045e4e88ef&fccid=8eb89cf7f14f9913&vjs=3,Data Scientist,IFG Companies,N/A,11 days ago,"New York, NY 10022 (Turtle Bay area)"
264,https://www.indeed.com/rc/clk?jk=0e3308b4b78e2469&fccid=09abad886b83c501&vjs=3,"Data Scientist, Lifecycle Help",Square,N/A,15 days ago,"San Francisco, CA"
265,https://www.indeed.com/rc/clk?jk=bbf74a3b626483f8&fccid=55e246035f02c566&vjs=3,Sr. Data Analyst / Data Scientist (CONTRACT),Broadridge,N/A,Today,"Elmwood Park, NJ 07407"
266,https://www.indeed.com/rc/clk?jk=a39e237d7dc77f44&fccid=b5e22c34bcf6dbb6&vjs=3,Data Scientist - Analytics,OK Cupid,N/A,30+ days ago,"New York, NY"
267,https://www.indeed.com/rc/clk?jk=568755d4676cd73a&fccid=ee6807b900a9998d&vjs=3,Data Scientist,ANDURIL INDUSTRIES,N/A,24 days ago,"Irvine, CA"
268,https://www.indeed.com/rc/clk?jk=7fe56e588798d978&fccid=76644a33987f2488&vjs=3,Associate Data Scientist Engineer,Gap Inc.,N/A,30+ days ago,"San Francisco, CA 94105 (Financial District area)"
269,https://www.indeed.com/rc/clk?jk=f73bbb45823384ae&fccid=5d36055847879aed&vjs=3,Data Scientist,FineCast,N/A,22 days ago,"New York, NY 10007 (Financial District area)"
270,https://www.indeed.com/rc/clk?jk=5aadb30c1348373b&fccid=fe2d21eef233e94a&vjs=3,Data Linguist-I,Amazon.com Services LLC,N/A,30+ days ago,"Cambridge, MA"
